Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Age,Km_Per_Year,Model,Price_Lakhs
Mahindra,Chennai,2017,29000,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,9,3222.2,NuvoSport N6,6.5
Maruti Suzuki,Mumbai,2016,20000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10,2000.0,Vitara Brezza ZDi Plus Dual Tone,9.0
Hyundai,Kochi,2016,61012,Petrol,Manual,First,18.6,1197.0,81.83,5.0,10,6101.2,i20 Asta Option 1.2,6.0
Skoda,Jaipur,2009,87459,Petrol,Manual,First,14.7,1390.0,85.0,5.0,17,5144.6,Fabia 1.4 MPI Ambiente,2.75
Tata,Pune,2010,70500,Petrol,Manual,First,15.64,1193.0,64.1,5.0,16,4406.2,Indigo eCS GLX,1.5
Audi,Delhi,2015,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,11,5827.5,Q3 2012-2015 35 TDI Quattro Premium Plus,19.9
Skoda,Mumbai,2014,76000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,12,6333.3,Octavia Elegance 1.8 TSI AT,10.0
Toyota,Delhi,2014,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,12,8666.7,Etios Liva GD SP,3.0
Mercedes-Benz,Kochi,2014,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,12,3103.8,B Class B180,11.96
Honda,Kolkata,2013,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,13,3461.5,Amaze S Diesel,3.25
Hyundai,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,14,8416.9,Verna 1.6 SX,4.75
Renault,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,12,2500.0,Duster 85PS Diesel RxL Optional,5.95
Hyundai,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,11,2459.7,Creta 1.6 VTVT S,8.15
Maruti Suzuki,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,10,850.0,Wagon R AMT VXI,4.22
Mercedes-Benz,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,16,1906.2,New C-Class C250 Avantgarde,10.5
Audi,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,14,4000.0,A8 L 3.0 TDI quattro,45.0
Hyundai,Pune,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,14,3142.9,i10 Magna 1.1,2.9
Skoda,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9,1166.7,Rapid 1.6 MPI AT Style Black Package,8.9
Skoda,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,9,2888.9,Superb Style 1.8 TSI AT,26.0
Hyundai,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8,3145.8,i20 Active 1.2 SX,8.22
Honda,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,12,5333.3,Amaze VX i-DTEC,3.5
Maruti Suzuki,Chennai,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,22,2772.7,Wagon R LXI,1.25
Mahindra,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,13,8230.8,Verito 1.5 D4 BSIV,3.7
Mercedes-Benz,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,8,3645.1,New C-Class C 220d Avantgarde Edition C,39.41
Maruti Suzuki,Kolkata,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,13,2461.5,Wagon R VXI,2.65
Nissan,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,11,4197.5,Terrano XV Premium 110 PS Anniversary Edition,8.92
Mini,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,9,2925.2,Cooper Convertible S,35.67
Tata,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,19,10526.3,Indica V2 DLS BSII,0.85
Chevrolet,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,10,6081.3,Beat LT,3.32
Volkswagen,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,14,3214.3,Polo Diesel Comfortline 1.2L,3.6
Maruti Suzuki,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,10,6400.0,Swift ZDi,6.8
Ford,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,14,2948.9,Figo Diesel EXI,2.5
Toyota,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,7,2023.6,Innova Crysta 2.8 GX AT,19.64
Hyundai,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,15,4466.7,Santa Fe 4x4 AT,7.0
Honda,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,15,2171.5,City i-VTEC V,3.87
Hyundai,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8,1870.0,i20 1.2 Magna Executive,6.27
Mercedes-Benz,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,11,5089.1,New C-Class C 220d Avantgarde Edition C,18.12
Chevrolet,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,13,5692.3,Beat Diesel LT,2.65
Hyundai,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,11,5167.9,i20 Sportz 1.4 CRDi,7.2
Toyota,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11,11034.0,Innova 2.5 Z Diesel 7 Seater,14.3
Maruti Suzuki,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,13,4000.0,Ertiga VDI,6.9
Toyota,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12,9833.3,Innova 2.5 V Diesel 7-seater,10.75
Honda,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10,3391.5,City i VTEC V,8.09
BMW,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,12,6833.5,X1 sDrive20d,18.5
Hyundai,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9,3666.7,Grand i10 CRDi Era,4.75
Maruti Suzuki,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,10,3400.0,Ciaz 1.3 Alpha,8.45
Skoda,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,14,3928.6,Rapid Leisure 1.6 TDI MT,3.5
Hyundai,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,20,8026.9,Accent CRDi,1.8
Volkswagen,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,12,5000.0,Polo GT 1.5 TDI,3.7
Honda,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,9,5508.3,Jazz 1.2 VX i VTEC,7.17
Hyundai,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,16,5187.5,i10 Era,1.75
Hyundai,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,8,6418.2,Tucson 2.0 e-VGT 2WD AT GLS,21.99
Toyota,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,9,4777.8,Innova Crysta 2.4 ZX MT,18.65
Maruti Suzuki,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,15,2333.3,Omni MPI CARGO BSIII W/ IMMOBILISER,1.85
Maruti Suzuki,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,9,3096.9,Swift VXI BSIV,5.95
Hyundai,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,12,1376.2,Grand i10 Magna,3.75
Maruti Suzuki,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,14,8571.4,Swift VDI,3.75
Hyundai,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,18,7959.7,Verna CRDi 1.6 SX,2.6
Hyundai,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,16,3250.0,i20 1.2 Sportz,2.8
Mercedes-Benz,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,9,3313.2,GLE 350d,61.29
Mercedes-Benz,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,12,4750.0,New C-Class C 220 CDI CLASSIC,18.0
Maruti Suzuki,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,12,7375.0,Ritz ZDi,4.35
Hyundai,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,10,2800.0,Creta 1.6 CRDi SX,13.75
Maruti Suzuki,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,16,4187.5,A-Star Vxi,2.0
Renault,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10,2600.0,Duster 110PS Diesel RXZ Option,10.0
Fiat,Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,16,7500.0,Grande Punto 1.3 Emotion Pack (Diesel),1.65
BMW,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,9,5775.8,X3 xDrive30d M Sport,45.77
Hyundai,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,16,2250.0,i10 Sportz,3.25
Toyota,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10,4700.0,Innova 2.5 G4 Diesel 7-seater,12.8
Maruti Suzuki,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,24,2500.0,Zen VXI BSII,0.55
Maruti Suzuki,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8,3878.1,Swift VDI,7.15
Mahindra,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,13,8076.9,Scorpio VLX 2.2 mHawk Airbag BSIV,7.0
Tata,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,9,13544.4,Zest Quadrajet 1.3 75PS XE,3.75
Ford,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,9,2521.7,EcoSport 1.0 Ecoboost Titanium Plus,8.5
Maruti Suzuki,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,14,5214.3,Swift Dzire ZDI,4.35
Maruti Suzuki,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,10,3222.7,Alto 800 LXI,3.26
Honda,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,15,3666.7,City 1.5 S MT,4.21
Audi,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,8,1410.9,Q7 3.0 TDI Quattro Technology,70.36
Skoda,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,17,2823.5,Laura 1.9 TDI AT Ambiente,2.95
Hyundai,Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,14,3879.1,Verna 1.6 SX VTVT (O),4.28
Honda,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,17,4614.2,City 1.5 V AT,3.57
Hyundai,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,13,3538.5,i20 Magna Optional 1.4 CRDi,3.11
Hyundai,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,12,3754.2,i20 Sportz AT 1.4,5.96
Volkswagen,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,15,4600.0,Vento Diesel Highline,4.7
Honda,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,12,4083.3,City i VTEC VX,6.9
Tata,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8,5625.0,Zest Quadrajet 1.3 75PS XE,5.25
BMW,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,11,5818.2,5 Series 2003-2012 520d,28.0
Maruti Suzuki,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,17,3529.4,Wagon R LXI Minor,1.35
Honda,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,11,5652.5,Jazz VX,4.85
Volkswagen,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,14,4143.3,Jetta 2007-2011 2.0 TDI Comfortline,6.7
Hyundai,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,16,4625.0,i10 Magna 1.2,3.1
Mercedes-Benz,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,11,7070.1,New C-Class C 220 CDI Avantgarde,18.64
Hyundai,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,14,3233.9,i10 Magna 1.2 iTech SE,2.8
Toyota,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,10,4800.0,Innova Crysta 2.4 ZX MT,20.25
Audi,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,11,2877.5,A6 2011-2015 2.0 TDI Technology,26.78
Toyota,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,16,6812.5,Innova 2.5 VX (Diesel) 7 Seater,8.26
Volkswagen,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11,2907.1,Polo Petrol Trendline 1.2L,3.89
Maruti Suzuki,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,15,4666.7,Alto K10 LXI,2.1
Honda,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9,1666.7,City i-VTEC CVT ZX,12.69
Tata,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,13,4549.1,Indigo LX,2.58
Audi,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,12,5143.8,A6 2011-2015 2.0 TDI Premium Plus,20.77
Mercedes-Benz,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,11,4363.6,GLA Class 200 CDI SPORT,20.26
Maruti Suzuki,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,12,6484.6,Celerio VXI AT,4.25
Mercedes-Benz,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,9,3222.2,GLE 250d,57.0
Land Rover,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,9,4888.9,Range Rover HSE Dynamic,44.0
Volkswagen,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,15,7241.7,Vento Diesel Trendline,3.65
Maruti Suzuki,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,14,5127.9,Omni 8 Seater BSIV,2.05
Honda,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,14,6566.5,Brio 1.2 VX MT,3.13
Tata,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,26,6076.9,Sumo Delux,1.5
Tata,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,14,6513.1,Indica Vista Aura 1.3 Quadrajet,2.85
Maruti Suzuki,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,14,4642.9,Wagon R LXI BS IV,2.65
Mahindra,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11,8038.9,XUV500 W8 4WD,10.6
Tata,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,18,7666.7,Indigo LS Dicor,1.25
Maruti Suzuki,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8,2250.0,Ertiga Paseo VXI,8.25
Honda,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,15,4000.0,Accord 2.4 A/T,4.45
Maruti Suzuki,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,14,3428.6,Swift Dzire VDi,3.7
Ford,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,17,9411.8,Fiesta EXi 1.4 TDCi Ltd,2.8
Honda,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,18,2222.2,City ZX GXi,1.8
Audi,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,12,4291.2,A6 2011-2015 2.0 TDI Premium Plus,21.95
BMW,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,15,2000.0,6 Series 640d Gran Coupe,49.0
Audi,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,9,10825.6,Q7 45 TDI Quattro Technology,62.67
Maruti Suzuki,Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,18,2360.9,Zen Estilo LXI Green (CNG),1.4
Hyundai,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,14,5928.6,i20 1.4 CRDi Asta,5.5
Hyundai,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,17,2176.5,i10 Sportz AT,2.95
Honda,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,10,2850.3,Jazz 1.2 V CVT i VTEC,6.86
Maruti Suzuki,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,11,6954.2,Swift VDI BSIV,6.15
Hyundai,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,15,5276.8,i20 Asta 1.2,3.3
Volkswagen,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,15,2133.3,Polo Petrol Comfortline 1.2L,2.55
Maruti Suzuki,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,17,2058.8,Alto LXi,1.5
Toyota,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,22,4772.7,Corolla H4,2.5
Maruti Suzuki,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,20,2800.0,Alto LXi,1.4
Tata,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,14,5214.3,Manza ELAN Quadrajet BS IV,3.4
Maruti Suzuki,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,14,2714.3,Alto LXi,2.25
Skoda,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,13,59615.4,Octavia Ambition Plus 2.0 TDI AT,7.5
Toyota,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,18,4444.4,Corolla H4,2.8
Hyundai,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,10,2497.3,i20 Asta Option 1.2,7.66
Maruti Suzuki,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10,4500.0,Vitara Brezza LDi,7.15
Honda,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,16,5464.4,City 1.5 V MT,3.5
Tata,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,12,11162.0,Indica Vista Aqua 1.3 Quadrajet,3.5
Honda,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,13,4384.6,Amaze S i-Dtech,3.45
Hyundai,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,10,2790.4,EON D Lite Plus,3.55
BMW,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,11,2792.5,3 Series Luxury Line,25.99
Hyundai,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,14,5714.3,Verna 1.6 SX,5.25
Tata,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,13,3638.8,Manza Club Class Quadrajet90 LS,2.9
Skoda,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,21,4761.9,Octavia RS,2.05
Maruti Suzuki,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,9,3333.3,Alto K10 VXI,3.75
Ford,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,12,5666.7,Ecosport 1.5 DV5 MT Titanium Optional,6.75
Chevrolet,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,15,1400.0,Spark 1.0 LS,0.95
Jaguar,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,9,2333.3,XF 2.0 Diesel Portfolio,52.0
Honda,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,19,6263.2,CR-V RVi MT,3.91
Skoda,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,7,1963.9,Superb L&K 1.8 TSI AT,27.3
Hyundai,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,17,36470.6,i10 Magna 1.2,2.7
Maruti Suzuki,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,13,5384.6,Swift LDI,3.5
Maruti Suzuki,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,10,1800.0,Swift Dzire VXi AT,6.2
Nissan,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,15,5533.3,Micra Diesel XV,2.75
Maruti Suzuki,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,11,11818.2,Swift Dzire Tour LDI,3.25
Ford,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,14,4528.6,Fiesta Classic 1.4 Duratorq CLXI,3.25
Maruti Suzuki,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,23,2826.1,Zen LX,0.65
Mini,Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,9,927.8,Clubman Cooper S,35.0
Toyota,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,12,3750.0,Etios GD,3.25
Maruti Suzuki,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,8,3275.0,Alto 800 2016-2019 LXI,2.9
Maruti Suzuki,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,15,733.3,Alto VXi,2.9
BMW,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17,5294.1,X5 3.0d,17.75
Nissan,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,11,6727.3,Teana XV,8.25
Hyundai,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,11,3371.0,Grand i10 AT Asta,5.77
Maruti Suzuki,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9,4333.3,Vitara Brezza ZDi Plus,9.49
Audi,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,18,5500.0,Q7 3.0 TDI Quattro Premium Plus,12.95
Mercedes-Benz,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,11,3454.5,GLA Class 200 CDI,20.0
Maruti Suzuki,Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,19,3789.5,800 AC,1.0
Renault,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,11,8454.5,Duster 85PS Diesel RxL,7.1
Toyota,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,9,655.6,Corolla Altis D-4D GL,16.5
Mercedes-Benz,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,12,2083.3,New C-Class 220,26.0
Maruti Suzuki,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,16,4250.0,Ritz VDi,3.2
Honda,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9,3964.0,BRV i-VTEC V CVT,9.48
Hyundai,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,11,6755.5,Xcent 1.1 CRDi Base,4.0
Mercedes-Benz,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,12,4947.0,E-Class 2009-2013 E250 CDI Avantgarde,26.5
Mercedes-Benz,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,12,3448.3,B Class B180,11.77
Mercedes-Benz,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,9,3766.7,E-Class 2015-2017 E250 Edition E,37.0
Honda,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10,2800.0,City i VTEC VX Option,8.75
Honda,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,15,6265.5,City 1.5 S MT,3.75
Hyundai,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,16,5937.5,Verna Transform VTVT,2.5
Jaguar,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,9,1000.0,XE Portfolio,34.5
Honda,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,11,4774.2,Amaze S i-Vtech,4.65
Mini,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,11,1818.2,Cooper Convertible 1.6,32.0
Mercedes-Benz,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,9,6272.3,S Class 2005 2013 S 350 CDI,62.81
Hyundai,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,12,3083.3,EON Magna Plus,3.25
Maruti Suzuki,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,12,1450.0,Wagon R VXI BS IV,3.1
Maruti Suzuki,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,15,6013.8,Ritz LDi,3.91
BMW,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,15,5974.4,3 Series 320d Sedan,11.0
Tata,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,12,7083.3,Xenon XT EX 4X2,3.5
Audi,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,12,6605.9,A3 35 TDI Attraction,16.5
Land Rover,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,14,4000.0,Range Rover 2.2L Dynamic,30.0
Mercedes-Benz,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,16,5312.6,GL-Class 2007 2012 350 CDI Luxury,28.0
Mitsubishi,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,8,1500.0,Pajero Sport 4X2 AT DualTone BlackTop,28.0
Maruti Suzuki,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,16,7812.5,Alto LX,0.92
